date,year,title,artist,peak_pos,last_week,weeks,rank,change,spotifyLink,spotifyID,videoLink,genre,analysis_url,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
2018-07-28,,After Dark,Drake Featuring Static Major & Ty Dolla $ign,54,-,18,82,,spotify:track:3mvYQKm8h6M5K5h0nVPY9S,3mvYQKm8h6M5K5h0nVPY9S,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/3mvYQKm8h6M5K5h0nVPY9S,0.428,0.138,141.95,0.192,0.0414,0,4,0.686,2,289560,-13.072,0.329,1
2018-07-28,,Alone,Halsey Featuring Big Sean & Stefflon Don,36,93,11,86,,spotify:track:3tbNT2X5tfMIVeUflYbZUZ,3tbNT2X5tfMIVeUflYbZUZ,,"[u'dance pop', u'electropop', u'etherpop', u'indie poptimism', u'pop', u'post-teen pop']",https://api.spotify.com/v1/audio-analysis/3tbNT2X5tfMIVeUflYbZUZ,0.662,0.219,200.04,0.181,0.0164,0,4,0.445,2,207458,-4.802,0.479,0
2018-07-28,,Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,45,96,7,89,,spotify:track:2NEBP8SXEqwZt2PRdPXXuy,2NEBP8SXEqwZt2PRdPXXuy,,"[u'contemporary country', u'country', u'country road', u'modern country rock']",https://api.spotify.com/v1/audio-analysis/2NEBP8SXEqwZt2PRdPXXuy,0.587,0.094,89.98,0.0298,0.0721,6.45e-06,4,0.764,5,229573,-7.002,0.494,0
2018-07-28,,Zombie,Bad Wolves,NA,,NA,97,,spotify:track:1vNoA9F5ASnlBISFekDmg3,1vNoA9F5ASnlBISFekDmg3,,"[u'alternative metal', u'metal']",https://api.spotify.com/v1/audio-analysis/1vNoA9F5ASnlBISFekDmg3,0.826,0.117,77.093,0.0319,0.00756,0,4,0.448,2,254805,-3.244,0.19,0
2018-07-28,,8 Out Of 10,Drake,NA,,NA,98,,spotify:track:0zqy3ss4CwD6u4QPksS0nI,0zqy3ss4CwD6u4QPksS0nI,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/0zqy3ss4CwD6u4QPksS0nI,0.69,0.498,170.54,0.74,0.161,0,4,0.529,2,195720,-7.87,0.311,1
2018-07-28,,31 Days,Future,NA,,NA,99,,spotify:track:7MywASx2OFZngfoORjo1yy,7MywASx2OFZngfoORjo1yy,,"[u'atl hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",https://api.spotify.com/v1/audio-analysis/7MywASx2OFZngfoORjo1yy,0.644,0.125,139.086,0.222,0.267,0,4,0.875,1,240682,-6.554,0.788,1
2018-07-28,,Talk Up,Drake Featuring JAY-Z,NA,,NA,100,,spotify:track:4ksuI04WMvUnJbHQjgs3L5,4ksuI04WMvUnJbHQjgs3L5,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/4ksuI04WMvUnJbHQjgs3L5,0.49,0.292,140.116,0.139,0.00359,6.61e-06,4,0.758,11,223240,-9.877,0.335,1
2018-07-21,,Wifi Lit,Future,49,62,16,53,,spotify:track:6WlxcZKpEV6Bwe9InoVhMp,6WlxcZKpEV6Bwe9InoVhMp,,"[u'atl hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",https://api.spotify.com/v1/audio-analysis/6WlxcZKpEV6Bwe9InoVhMp,0.579,0.182,144.973,0.299,0.064,2.38e-06,4,0.884,2,176630,-6.847,0.313,1
2018-07-21,,Jocelyn Flores,XXXTENTACION,28,28,2,62,,spotify:track:7m9OqQk4RVRkw9JJdeAw96,7m9OqQk4RVRkw9JJdeAw96,,"[u'emo rap', u'miami hip hop']",https://api.spotify.com/v1/audio-analysis/7m9OqQk4RVRkw9JJdeAw96,0.391,0.297,134.021,0.242,0.469,4.13e-06,4,0.872,0,119133,-9.144,0.437,0
2018-07-21,,Sandra's Rose,Drake,66,71,13,63,,spotify:track:6cblRiEGDRNZgowcm951R3,6cblRiEGDRNZgowcm951R3,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/6cblRiEGDRNZgowcm951R3,0.849,0.143,152.093,0.246,0.0481,0,4,0.487,1,216333,-5.432,0.52,1
2018-07-21,,Summer Games,Drake,32,32,2,64,,spotify:track:4HG1YiGBseVKzjyKcmAJen,4HG1YiGBseVKzjyKcmAJen,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/4HG1YiGBseVKzjyKcmAJen,0.482,0.11,136.016,0.0357,0.477,0.0456,4,0.775,1,247893,-11.269,0.134,1
2018-07-21,,Jaded,Drake,70,79,6,67,,spotify:track:4c2xt1trwYZpMqPWY35Xi9,4c2xt1trwYZpMqPWY35Xi9,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/4c2xt1trwYZpMqPWY35Xi9,0.271,0.175,116.02,0.0412,0.037,0,4,0.766,0,262453,-5.697,0.0371,1
2018-07-21,,That's How You Feel,Drake,8,72,17,68,,spotify:track:41a7dZcq30Ss5kPMayWRV0,41a7dZcq30Ss5kPMayWRV0,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/41a7dZcq30Ss5kPMayWRV0,0.473,0.108,85.454,0.209,0.117,0.0105,4,0.85,10,157605,-5.747,0.38,0
2018-07-21,,Survival,Drake,74,76,2,69,,spotify:track:2yg9UN4eo5eMVJ7OB4RWj3,2yg9UN4eo5eMVJ7OB4RWj3,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/2yg9UN4eo5eMVJ7OB4RWj3,0.596,0.123,77.324,0.358,0.133,0,4,0.607,9,136187,-9.09,0.149,0
2018-07-21,,Cuddle My Wrist,Future,77,80,3,71,,spotify:track:5UVNjOSh27encRBqTpBWup,5UVNjOSh27encRBqTpBWup,,"[u'atl hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",https://api.spotify.com/v1/audio-analysis/5UVNjOSh27encRBqTpBWup,0.503,0.125,125.0,0.335,0.0744,2.09e-05,4,0.903,11,181894,-9.188,0.203,0
2018-07-21,,Millidelphia,Meek Mill Featuring Swizz Beatz,66,73,12,73,,spotify:track:1dQ84P0W0lOckT02lPEhhP,1dQ84P0W0lOckT02lPEhhP,,"[u'hip hop', u'pop', u'pop rap', u'rap', u'trap music']",https://api.spotify.com/v1/audio-analysis/1dQ84P0W0lOckT02lPEhhP,0.702,0.374,126.94,0.268,0.0854,0,4,0.851,1,215839,-4.172,0.179,1
2018-07-21,,Racks Blue,Future,10,77,12,76,,spotify:track:4lc61NBCDzy2srBHDQeTfN,4lc61NBCDzy2srBHDQeTfN,,"[u'atl hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",https://api.spotify.com/v1/audio-analysis/4lc61NBCDzy2srBHDQeTfN,0.548,0.181,139.999,0.171,0.233,2.67e-06,4,0.868,1,204311,-7.864,0.557,1
2018-07-21,,Finesse,Drake,86,99,2,78,,spotify:track:2WP8G2pdddDmnh1xbfKBOI,2WP8G2pdddDmnh1xbfKBOI,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/2WP8G2pdddDmnh1xbfKBOI,0.32,0.101,94.99,0.0582,0.133,0.000328,4,0.807,0,182080,-8.152,0.298,0
2018-07-21,,Drug Addicts,Lil Pump,78,-,2,83,,spotify:track:6tpHfEM8eaETzlPOARYWfZ,6tpHfEM8eaETzlPOARYWfZ,,"[u'emo rap', u'miami hip hop', u'trap music']",https://api.spotify.com/v1/audio-analysis/6tpHfEM8eaETzlPOARYWfZ,0.481,0.097,142.078,0.162,0.0121,0.000497,4,0.932,1,175775,-9.499,0.197,0
2018-07-21,,KOD,J. Cole,38,38,2,84,,spotify:track:7yotKA30dwTKNEGomV9ZsI,7yotKA30dwTKNEGomV9ZsI,,"[u'conscious hip hop', u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/7yotKA30dwTKNEGomV9ZsI,0.782,0.113,141.869,0.15,0.21,0,4,0.831,0,191437,-6.274,0.199,1
2018-07-21,,Peak,Drake,78,85,5,93,,spotify:track:11L064movtyopGdLiX4sVg,11L064movtyopGdLiX4sVg,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/11L064movtyopGdLiX4sVg,0.215,0.106,91.998,0.0387,0.85,0.000123,4,0.686,9,206027,-13.54,0.273,0
2018-07-21,,Legends,Juice WRLD,63,-,2,94,,spotify:track:1Knctxx9vGZxpZfF66BIEa,1Knctxx9vGZxpZfF66BIEa,,"[u'rap', u'trap music']",https://api.spotify.com/v1/audio-analysis/1Knctxx9vGZxpZfF66BIEa,0.798,0.143,142.049,0.0844,0.115,0,4,0.594,4,191840,-5.244,0.381,1
2018-07-21,,Kream,Iggy Azalea Feauring Tyga,NA,,NA,96,,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2018-07-21,,Is There More,Drake,NA,,NA,100,,spotify:track:1Tnw0ItH1Macok8gblnPPd,1Tnw0ItH1Macok8gblnPPd,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/1Tnw0ItH1Macok8gblnPPd,0.547,0.159,83.801,0.315,0.727,0,4,0.698,1,226907,-7.607,0.548,1
2018-07-14,,Ratchet Happy Birthday,Drake,16,59,10,51,,spotify:track:4SUwJA3eUVNHExxMPEUhQe,4SUwJA3eUVNHExxMPEUhQe,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/4SUwJA3eUVNHExxMPEUhQe,0.571,0.0735,167.961,0.14,0.106,0.00121,4,0.657,2,207307,-12.519,0.626,1
2018-07-14,,Final Fantasy,Drake,80,88,2,56,,spotify:track:44Du2IM1bGY7dicmLfXbUs,44Du2IM1bGY7dicmLfXbUs,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/44Du2IM1bGY7dicmLfXbUs,0.448,0.115,144.204,0.442,0.422,8.03e-06,1,0.5,0,219960,-10.977,0.104,1
2018-07-14,,March 14,Drake,43,67,3,57,,spotify:track:09lmraDvzBT3pUQ2rUtJzK,09lmraDvzBT3pUQ2rUtJzK,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/09lmraDvzBT3pUQ2rUtJzK,0.415,0.36,127.096,0.358,0.406,0,4,0.558,10,309560,-7.355,0.317,0
2018-07-14,,Done For Me,Charlie Puth Featuring Kehlani,86,99,2,78,,spotify:track:1lsBTdE6MGsKeZCD6llNu7,1lsBTdE6MGsKeZCD6llNu7,,"[u'dance pop', u'pop', u'post-teen pop', u'viral pop']",https://api.spotify.com/v1/audio-analysis/1lsBTdE6MGsKeZCD6llNu7,0.632,0.0688,112.009,0.074,0.193,0,4,0.856,6,180493,-3.692,0.697,0
2018-07-14,,Esskeetit,Lil Pump,97,-,2,88,,spotify:track:44KKhCyI0BGS6LvVyDqJtH,44KKhCyI0BGS6LvVyDqJtH,,"[u'emo rap', u'miami hip hop', u'trap music']",https://api.spotify.com/v1/audio-analysis/44KKhCyI0BGS6LvVyDqJtH,0.506,0.0933,139.974,0.161,0.022,0,4,0.932,11,181714,-7.755,0.696,1
2018-07-14,,Everybody Dies In Their Nightmares,XXXTENTACION,8,58,4,91,,spotify:track:3GVkPk8mqxz0itaAriG1L7,3GVkPk8mqxz0itaAriG1L7,,"[u'emo rap', u'miami hip hop']",https://api.spotify.com/v1/audio-analysis/3GVkPk8mqxz0itaAriG1L7,0.57,0.112,129.953,0.133,0.847,2.14e-05,4,0.734,7,95467,-7.066,0.689,0
2018-07-14,,Yikes,Kanye West,18,61,4,92,,spotify:track:1qsHYUd2c1wFGcn7e63QmG,1qsHYUd2c1wFGcn7e63QmG,,"[u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/1qsHYUd2c1wFGcn7e63QmG,0.776,0.227,173.996,0.341,0.15,0,4,0.683,1,188773,-3.251,0.223,0
2018-07-14,,Downtown's Dead,Sam Hunt,63,-,2,94,,spotify:track:5eFfsbjSouG8qOpg9ZqDl6,5eFfsbjSouG8qOpg9ZqDl6,,[u'contemporary country'],https://api.spotify.com/v1/audio-analysis/5eFfsbjSouG8qOpg9ZqDl6,0.696,0.132,82.001,0.0469,0.109,0,4,0.624,11,213987,-6.006,0.392,1
2018-07-14,,Japan,Famous Dex,NA,,NA,96,,spotify:track:5PTG6rrL6EPFD9E2QMI2pl,5PTG6rrL6EPFD9E2QMI2pl,,"[u'drill', u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'underground hip hop', u'vapor trap']",https://api.spotify.com/v1/audio-analysis/5PTG6rrL6EPFD9E2QMI2pl,0.678,0.344,175.985,0.438,0.121,0,4,0.733,6,142000,-7.771,0.841,1
2018-07-14,,Me Niego,Reik Featuring Ozuna & Wisin,NA,,NA,97,,spotify:track:6jA8JUuPCGYjFcgw0AoM5T,6jA8JUuPCGYjFcgw0AoM5T,,"[u'latin', u'latin arena pop', u'latin pop', u'mexican pop', u'pop', u'reggaeton']",https://api.spotify.com/v1/audio-analysis/6jA8JUuPCGYjFcgw0AoM5T,0.779,0.636,94.023,0.0972,0.0543,0,4,0.777,0,221653,-4.449,0.768,0
2018-07-14,,The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,NA,,NA,98,,spotify:track:4UKCKdYiLN6IMA5ZESUTL7,4UKCKdYiLN6IMA5ZESUTL7,,"[u'emo rap', u'miami hip hop']",https://api.spotify.com/v1/audio-analysis/4UKCKdYiLN6IMA5ZESUTL7,0.304,0.137,119.705,0.0993,0.779,0.000993,4,0.699,1,160184,-11.192,0.271,1
2018-07-14,,I Lived It,Blake Shelton,NA,,NA,100,,spotify:track:5slddJ629YcePvqD6Uyk8r,5slddJ629YcePvqD6Uyk8r,,"[u'contemporary country', u'country', u'country road']",https://api.spotify.com/v1/audio-analysis/5slddJ629YcePvqD6Uyk8r,0.571,0.101,80.981,0.0281,0.476,0.00114,4,0.557,10,219600,-8.106,0.392,1
2018-07-07,,Plug Walk,Rich The Kid,13,32,20,15,,spotify:track:1ZAyjvIk9YiD76yYy0TEG6,1ZAyjvIk9YiD76yYy0TEG6,,"[u'atl hip hop', u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",https://api.spotify.com/v1/audio-analysis/1ZAyjvIk9YiD76yYy0TEG6,0.519,0.108,94.981,0.143,0.202,0,4,0.876,11,175230,-6.531,0.158,1
2018-07-07,,Walk It Talk It,Migos Featuring Drake,10,24,22,29,,spotify:track:6n4U3TlzUGhdSFbUUhTvLP,6n4U3TlzUGhdSFbUUhTvLP,,"[u'atl hip hop', u'pop', u'rap', u'trap music']",https://api.spotify.com/v1/audio-analysis/6n4U3TlzUGhdSFbUUhTvLP,0.628,0.108,145.905,0.201,0.0739,0,4,0.909,2,276147,-5.456,0.406,1
2018-07-07,,Rockstar,Post Malone Featuring 21 Savage,1,31,41,33,,spotify:track:0e7ipj03S05BNilyu5bRzt,0e7ipj03S05BNilyu5bRzt,,"[u'pop', u'rap']",https://api.spotify.com/v1/audio-analysis/0e7ipj03S05BNilyu5bRzt,0.535,0.131,159.847,0.0898,0.117,6.56e-05,4,0.587,5,218147,-6.09,0.14,0
2018-07-07,,F**k Love,XXXTENTACION Featuring Trippie Redd,28,28,21,34,,,,,"[u'emo rap', u'miami hip hop']",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2018-07-07,,Heaven,Kane Brown,15,35,27,38,,spotify:track:1HXy5I3HTWq8OvxCn0z7G7,1HXy5I3HTWq8OvxCn0z7G7,,"[u'contemporary country', u'country road']",https://api.spotify.com/v1/audio-analysis/1HXy5I3HTWq8OvxCn0z7G7,0.556,0.105,80.009,0.0306,0.263,0,4,0.677,9,179507,-6.544,0.521,1
2018-07-07,,Havana,Camila Cabello Featuring Young Thug,1,39,46,39,,spotify:track:1rfofaqEpACxVEHIZBJe6W,1rfofaqEpACxVEHIZBJe6W,,"[u'dance pop', u'pop', u'post-teen pop', u'r&b']",https://api.spotify.com/v1/audio-analysis/1rfofaqEpACxVEHIZBJe6W,0.523,0.132,104.988,0.03,0.184,3.56e-05,4,0.765,2,217307,-4.333,0.394,1
2018-07-07,,New Rules,Dua Lipa,6,41,48,40,,spotify:track:2ekn2ttSfGqwhhate0LSR0,2ekn2ttSfGqwhhate0LSR0,,"[u'dance pop', u'pop', u'post-teen pop']",https://api.spotify.com/v1/audio-analysis/2ekn2ttSfGqwhhate0LSR0,0.7,0.153,116.073,0.0694,0.00261,1.56e-05,4,0.762,9,209320,-6.021,0.608,0
2018-07-07,,Wait,Maroon 5,24,44,24,50,,spotify:track:6AvfZXpbb6r35DfF7gHPRq,6AvfZXpbb6r35DfF7gHPRq,,[u'pop'],https://api.spotify.com/v1/audio-analysis/6AvfZXpbb6r35DfF7gHPRq,0.603,0.107,126.088,0.0555,0.0959,0,4,0.655,8,190643,-5.014,0.452,1
2018-07-07,,Dura,Daddy Yankee,43,70,21,57,,spotify:track:6U2NuJILEOEpW2tVCuqKHb,6U2NuJILEOEpW2tVCuqKHb,,"[u'latin', u'latin hip hop', u'pop', u'reggaeton', u'tropical']",https://api.spotify.com/v1/audio-analysis/6U2NuJILEOEpW2tVCuqKHb,0.803,0.434,94.981,0.0468,0.188,0,4,0.772,1,242160,-3.035,0.853,1
2018-07-07,,Bigger > You,"2 Chainz, Drake & Quavo",60,-,3,60,,spotify:track:5S1IUPueD0xE0vj4zU3nSf,5S1IUPueD0xE0vj4zU3nSf,,unknown,https://api.spotify.com/v1/audio-analysis/5S1IUPueD0xE0vj4zU3nSf,0.515,0.446,141.009,0.271,0.247,0,4,0.888,1,225893,-6.246,0.264,1
2018-07-07,,Say Amen (Saturday Night),Panic! At The Disco,10,52,12,61,,spotify:track:76vMKwFtdDDCLcM6zXybjB,76vMKwFtdDDCLcM6zXybjB,,"[u'emo', u'modern rock', u'pop punk']",https://api.spotify.com/v1/audio-analysis/76vMKwFtdDDCLcM6zXybjB,0.867,0.458,167.965,0.103,0.167,0,4,0.491,6,189187,-2.313,0.602,0
2018-07-07,,Hope,XXXTENTACION,46,68,5,70,,spotify:track:2ZRo7axmMPeSVUvDbGkJah,2ZRo7axmMPeSVUvDbGkJah,,"[u'emo rap', u'miami hip hop']",https://api.spotify.com/v1/audio-analysis/2ZRo7axmMPeSVUvDbGkJah,0.457,0.146,146.04,0.0603,0.661,0.000331,4,0.592,9,110886,-6.081,0.225,0
2018-07-07,,TATI,6ix9ine Featuring DJ SPINKING,53,66,8,72,,spotify:track:6kp0inxIexxSiDJfWqq0ZL,6kp0inxIexxSiDJfWqq0ZL,,[u'emo rap'],https://api.spotify.com/v1/audio-analysis/6kp0inxIexxSiDJfWqq0ZL,0.767,0.102,91.981,0.258,0.00214,0,4,0.779,11,154565,-5.462,0.523,0
2018-07-07,,Fake Love,BTS,4,73,13,76,,spotify:track:3aW0ds4A4tSQDIp75FqWTo,3aW0ds4A4tSQDIp75FqWTo,,[u'k-pop'],https://api.spotify.com/v1/audio-analysis/3aW0ds4A4tSQDIp75FqWTo,0.719,0.306,77.501,0.0372,0.00267,0,4,0.557,2,242334,-4.515,0.344,0
2018-07-07,,I Know You,Lil Skies Featuring Yung Pinch,45,100,4,79,,spotify:track:5Cg98kiDYtCEHmjcKD0CJD,5Cg98kiDYtCEHmjcKD0CJD,,"[u'rap', u'trap music']",https://api.spotify.com/v1/audio-analysis/5Cg98kiDYtCEHmjcKD0CJD,0.602,0.141,74.896,0.108,0.194,0.000443,4,0.773,10,211200,-6.384,0.442,1
2018-07-07,,Numb,XXXTENTACION,45,79,5,80,,spotify:track:01TnVDiet1DFTsyWKUKovl,01TnVDiet1DFTsyWKUKovl,,"[u'emo rap', u'miami hip hop']",https://api.spotify.com/v1/audio-analysis/01TnVDiet1DFTsyWKUKovl,0.416,0.131,159.91,0.0251,0.1,0.179,4,0.414,11,186268,-8.024,0.196,0
2018-07-07,,Powerglide,Rae Sremmurd & Juicy J,74,86,6,86,,spotify:track:1BuZAIO8WZpavWVbbq3Lci,1BuZAIO8WZpavWVbbq3Lci,,"[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",https://api.spotify.com/v1/audio-analysis/1BuZAIO8WZpavWVbbq3Lci,0.831,0.118,173.948,0.15,0.0168,0,4,0.713,1,332301,-4.75,0.584,0
2018-07-07,,Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert,53,88,12,89,,spotify:track:2bSk87AVkCIIC3Bcligq1z,2bSk87AVkCIIC3Bcligq1z,,"[u'atl hip hop', u'rap', u'trap music']",https://api.spotify.com/v1/audio-analysis/2bSk87AVkCIIC3Bcligq1z,0.541,0.115,139.978,0.149,0.0021,0,4,0.716,1,247055,-7.909,0.387,1
2018-07-07,,Overdose,YoungBoy Never Broke Again,57,97,10,91,,spotify:track:3A1BaBGT3HgzuDrV9pgX9v,3A1BaBGT3HgzuDrV9pgX9v,,[u'trap music'],https://api.spotify.com/v1/audio-analysis/3A1BaBGT3HgzuDrV9pgX9v,0.845,0.638,90.015,0.352,0.224,0,4,0.809,10,176990,-5.843,0.67,0
2018-07-07,,"Woman, Amen",Dierks Bentley,77,77,2,93,,spotify:track:4YX7OBp0yoMwC6eZNNg5ky,4YX7OBp0yoMwC6eZNNg5ky,,"[u'canadian contemporary country', u'contemporary country', u'country', u'country road', u'modern country rock']",https://api.spotify.com/v1/audio-analysis/4YX7OBp0yoMwC6eZNNg5ky,0.772,0.214,119.909,0.0593,0.00101,1.95e-05,4,0.563,5,180243,-6.737,0.394,1
2018-07-07,,Born To Be Yours,Kygo & Imagine Dragons,74,98,16,94,,spotify:track:0WVAQaxrT0wsGEG4BCVSn2,0WVAQaxrT0wsGEG4BCVSn2,,"[u'edm', u'pop', u'tropical house']",https://api.spotify.com/v1/audio-analysis/0WVAQaxrT0wsGEG4BCVSn2,0.688,0.0982,114.011,0.0357,0.3,0,4,0.688,3,193321,-5.84,0.451,1
2018-07-07,,Boss,The Carters,NA,,NA,99,,spotify:track:4F8V44j8cbjHnXjfW2HruU,4F8V44j8cbjHnXjfW2HruU,,"[u'pop', u'rap']",https://api.spotify.com/v1/audio-analysis/4F8V44j8cbjHnXjfW2HruU,0.488,0.231,139.983,0.257,0.187,0.000132,4,0.813,11,244133,-7.737,0.688,0
2018-07-07,,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,NA,,NA,100,,spotify:track:2pg2TiYo9Rb8KeB5JjP7jS,2pg2TiYo9Rb8KeB5JjP7jS,,"[u'dance pop', u'deep pop r&b', u'hip pop', u'indie r&b', u'pop', u'pop rap', u'r&b', u'rap', u'urban contemporary']",https://api.spotify.com/v1/audio-analysis/2pg2TiYo9Rb8KeB5JjP7jS,0.61,0.534,125.99,0.0512,0.315,0,4,0.741,6,276960,-7.34,0.72,0
2018-06-30,,DDU-DU DDU-DU,BLACKPINK,56,56,14,55,,spotify:track:7b8YOVV5quZcSKEijDgyWB,7b8YOVV5quZcSKEijDgyWB,,[u'k-pop'],https://api.spotify.com/v1/audio-analysis/7b8YOVV5quZcSKEijDgyWB,0.859,0.267,139.931,0.0833,0.0323,0,4,0.671,4,209355,-3.922,0.389,0
2018-06-30,,IDGAF,Dua Lipa,60,63,7,56,,spotify:track:76cy1WJvNGJTj78UqeA5zr,76cy1WJvNGJTj78UqeA5zr,,"[u'dance pop', u'pop', u'post-teen pop']",https://api.spotify.com/v1/audio-analysis/76cy1WJvNGJTj78UqeA5zr,0.544,0.0824,97.028,0.0943,0.0403,0,4,0.836,7,217947,-5.975,0.51,1
2018-06-30,,Pray For Me,The Weeknd & Kendrick Lamar,10,71,5,61,,spotify:track:77UjLW8j5UAGAGVGhR5oUK,77UjLW8j5UAGAGVGhR5oUK,,"[u'canadian contemporary r&b', u'canadian pop', u'hip hop', u'pop', u'rap']",https://api.spotify.com/v1/audio-analysis/77UjLW8j5UAGAGVGhR5oUK,0.677,0.111,100.584,0.093,0.0762,2.17e-05,4,0.735,2,211440,-4.979,0.188,1
2018-06-30,,Summer,The Carters,86,86,4,84,,spotify:track:7zmleW3XZx0uUsL2CkFuDe,7zmleW3XZx0uUsL2CkFuDe,,"[u'pop', u'rap']",https://api.spotify.com/v1/audio-analysis/7zmleW3XZx0uUsL2CkFuDe,0.569,0.251,135.414,0.0634,0.12,1.75e-05,4,0.592,10,285200,-6.374,0.562,1
2018-06-30,,Welcome To The Party,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward",45,-,3,87,,spotify:track:5mqzhMuUpvnMfwNz6iepmO,5mqzhMuUpvnMfwNz6iepmO,,unknown,https://api.spotify.com/v1/audio-analysis/5mqzhMuUpvnMfwNz6iepmO,0.845,0.415,171.921,0.132,0.114,0,4,0.618,2,181720,0.175,0.486,1
2018-06-30,,Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,53,88,12,89,,spotify:track:5BVMLKioofuSf51g1DKDP9,5BVMLKioofuSf51g1DKDP9,,"[u'dance pop', u'latin', u'miami hip hop', u'pop', u'pop rap']",https://api.spotify.com/v1/audio-analysis/5BVMLKioofuSf51g1DKDP9,0.947,0.142,110.047,0.0642,0.0631,1.42e-05,4,0.878,8,178366,-3.054,0.811,0
2018-06-30,,Reborn,KIDS SEE GHOSTS,57,97,10,91,,spotify:track:4RVbK6cV0VqWdpCDcx3hiT,4RVbK6cV0VqWdpCDcx3hiT,,"[u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/4RVbK6cV0VqWdpCDcx3hiT,0.597,0.195,100.051,0.037,0.339,0.0404,4,0.585,0,324674,-7.499,0.227,1
2018-06-30,,Nice,The Carters,94,-,2,95,,spotify:track:44lusH2vzc4sRAwsooRhPh,44lusH2vzc4sRAwsooRhPh,,"[u'pop', u'rap']",https://api.spotify.com/v1/audio-analysis/44lusH2vzc4sRAwsooRhPh,0.533,0.174,119.922,0.0618,0.092,1.48e-06,4,0.912,1,233680,-5.587,0.208,1
2018-06-30,,Cop Shot The Kid,Nas Featuring Kanye West,NA,,NA,96,,,,,"[u'conscious hip hop', u'east coast hip hop', u'gangster rap', u'hardcore hip hop', u'hip hop', u'pop rap', u'rap', u'southern hip hop']",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2018-06-30,,Friends,The Carters,NA,,NA,99,,spotify:track:0gu5B9dUOiLezdDjrLPCCV,0gu5B9dUOiLezdDjrLPCCV,,"[u'pop', u'rap']",https://api.spotify.com/v1/audio-analysis/0gu5B9dUOiLezdDjrLPCCV,0.573,0.133,143.948,0.0779,0.137,1.89e-05,4,0.75,10,344293,-8.391,0.303,0
