date,artist,title,rank,peak_pos,last_week,weeks
2018-09-22,Yella Beezy,That's On Me,81,68,84,6
2018-09-22,NF,Lie,82,25,79,6
2018-09-22,Daniel Caesar Featuring H.E.R.,Best Part,83,86,92,3
2018-09-22,Eminem,Greatest,84,79,91,4
2018-09-22,Juice WRLD,Lean Wit Me,85,89,97,2
2018-09-22,Travis Scott,Yosemite,86,71,93,7
2018-09-22,Chris Janson,Drunk Girl,87,11,81,3
2018-09-22,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,88,54,54,2
2018-09-22,Chris Young,Hangin' On,89,7,95,16
2018-09-22,Eric Church,Desperate Man,90,72,99,5
2018-09-22,Mac Miller,Come Back To Earth,91,57,-,16
2018-09-22,BTS Featuring Nicki Minaj,IDOL,92,36,98,15
2018-09-22,Childish Gambino,Feels Like Summer,93,72,98,7
2018-09-22,Ozuna x Manuel Turizo,Vaina Loca,94,58,91,13
2018-09-22,Dan + Shay,Speechless,95,94,-,2
2018-09-22,Silk City x Dua Lipa,Electricity,96,,,
2018-09-22,Drake,I'm Upset,97,,,
2018-09-22,Wiz Khalifa Featuring Swae Lee,Hopeless Romantic,98,,,
2018-09-22,"Khalid, Ty Dolla $ign & 6LACK",OTW,99,,,
2018-09-22,Migos,Narcos,100,,,
2018-09-15,Drake,In My Feelings,1,,,10
2018-09-15,Maroon 5 Featuring Cardi B,Girls Like You,2,2,2,15
2018-09-15,"Cardi B, Bad Bunny & J Balvin",I Like It,3,1,3,22
2018-09-15,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,4,3,5,7
2018-09-15,Post Malone,Better Now,5,4,4,19
2018-09-15,Eminem Featuring Joyner Lucas,Lucky You,6,3,6,17
2018-09-15,Juice WRLD,Lucid Dreams,7,4,7,5
2018-09-15,Eminem,The Ringer,8,8,8,15
2018-09-15,Travis Scott,Sicko Mode,9,9,9,29
2018-09-15,Tyga Featuring Offset,Taste,10,13,15,14
2018-09-15,Khalid & Normani,Love Lies,11,5,13,23
2018-09-15,Eminem,Fall,12,5,12,6
2018-09-15,5 Seconds Of Summer,Youngblood,13,8,10,8
2018-09-15,Ella Mai,Boo'd Up,14,2,17,10
2018-09-15,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,15,3,14,20
2018-09-15,Eminem,Kamikaze,16,20,24,7
2018-09-15,Ariana Grande,God Is A Woman,17,6,16,17
2018-09-15,Drake,Nonstop,18,19,19,17
2018-09-15,Ariana Grande,No Tears Left To Cry,19,1,22,54
2018-09-15,Imagine Dragons,Natural,20,2,21,46
2018-09-15,Lil Baby & Drake,Yes Indeed,21,16,20,14
2018-09-15,Selena Gomez,Back To You,22,1,18,28
2018-09-15,Eminem,Greatest,23,12,25,26
2018-09-15,Eminem Featuring Royce Da 5'9,Not Alike,24,1,23,22
2018-09-15,Ed Sheeran,Perfect,25,32,54,5
2018-09-15,Bebe Rexha & Florida Georgia Line,Meant To Be,26,27,27,30
2018-09-15,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,27,28,28,8
2018-09-15,Post Malone Featuring Ty Dolla $ign,Psycho,28,5,26,32
2018-09-15,Taylor Swift,Delicate,29,1,29,27
2018-09-15,6ix9ine Featuring Anuel AA,BEBE,30,1,30,33
2018-09-15,Drake,Nice For What,31,21,31,26
2018-09-15,Ella Mai,Trip,32,32,32,14
2018-09-15,Lauv,I Like Me Better,33,35,35,10
2018-09-15,"Benny Blanco, Halsey & Khalid",Eastside,34,11,33,33
2018-09-15,"Zedd, Maren Morris & Grey",The Middle,35,39,39,8
2018-09-15,XXXTENTACION,Sad!,36,32,34,12
2018-09-15,Drake,God's Plan,37,46,59,3
2018-09-15,Dan + Shay,Tequila,38,44,44,5
2018-09-15,Eminem,Normal,39,48,50,8
2018-09-15,Florida Georgia Line,Simple,40,46,46,4
2018-09-15,Luke Bryan,"Sunrise, Sunburn, Sunset",41,36,36,11
2018-09-15,Eminem,Stepping Stone,42,36,49,20
2018-09-15,Bazzi,Mine,43,51,51,10
2018-09-15,Bebe Rexha,I'm A Mess,44,29,38,18
2018-09-15,Jason Aldean Featuring Miranda Lambert,Drowns The Whiskey,45,22,37,3
2018-09-15,Marshmello & Bastille,Happier,46,57,57,9
2018-09-15,Bazzi Featuring Camila Cabello,Beautiful,47,54,56,8
2018-09-15,lovelytheband,Broken,48,13,53,12
2018-09-15,Eminem,Venom,49,60,60,8
2018-09-15,Bryce Vine,Drew Barrymore,50,8,40,5
2018-09-15,Thomas Rhett,Life Changes,51,28,67,7
2018-09-15,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,52,18,45,4
2018-09-15,Old Dominion,Hotel Key,53,52,52,4
2018-09-15,Childish Gambino,Feels Like Summer,54,65,65,4
2018-09-15,Brett Young,Mercy,55,68,68,3
2018-09-15,Ariana Grande,Breathin,56,45,70,14
2018-09-15,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,57,49,62,9
2018-09-15,Weezer,Africa,58,63,63,8
2018-09-15,The Carters,Apes**t,59,53,55,8
2018-09-15,Dylan Scott,Hooked,60,73,82,2
2018-09-15,Travis Scott,Stargazing,61,74,76,5
2018-09-15,Cardi B Featuring Kehlani,Ring,62,41,64,17
2018-09-15,Nicki Minaj,Barbie Dreams,63,58,61,10
2018-09-15,Quavo,W O R K I N  M E,64,66,66,4
2018-09-15,Eminem & Jessie Reyez,Nice Guy,65,73,73,6
2018-09-15,Luke Combs,She Got The Best Of Me ,66,25,58,5
2018-09-15,Eminem Featuring Jessie Reyez,Good Guy,67,80,83,2
2018-09-15,Russell Dickerson,Blue Tacoma,68,11,11,2
2018-09-15,Queen Naija,Medicine,69,75,75,8
2018-09-15,Cole Swindell,Break Up In The End,70,74,74,4
2018-09-15,Kygo Featuring Miguel,Remind Me To Forget,71,68,71,5
2018-09-15,Lauren Daigle,You Say,72,80,80,6
2018-09-15,Sheck Wes,Mo Bamba,73,65,93,3
2018-09-15,Panic! At The Disco,High Hopes,74,69,69,2
2018-09-15,Juice WRLD,All Girls Are The Same,75,87,87,2
2018-09-15,Clean Bandit Featuring Demi Lovato,Solo,76,81,84,7
2018-09-15,The Chainsmokers Featuring Emily Warren,Side Effects,77,78,81,3
2018-09-15,Yella Beezy,That's On Me,78,79,88,3
2018-09-15,Travis Scott,Yosemite,79,86,86,2
2018-09-15,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),80,71,85,6
2018-09-15,BTS Featuring Nicki Minaj,IDOL,81,7,77,15
2018-09-15,Kane Brown,Lose It,82,70,79,8
2018-09-15,Mitchell Tenpenny,Drunk Me,83,36,89,14
2018-09-15,Juice WRLD,Lean Wit Me,84,72,96,4
2018-09-15,NF,Lie,85,44,-,5
2018-09-15,Calvin Harris & Sam Smith,Promises,86,71,93,7
2018-09-15,YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo,I Am Who They Say I Am,87,11,81,3
2018-09-15,Charlie Puth,The Way I Am,88,54,54,2
2018-09-15,Daniel Caesar Featuring H.E.R.,Best Part,89,7,95,16
2018-09-15,Young Thug Featuring Gunna & Lil Baby,Chanel (Go Get It),90,72,99,5
2018-09-15,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,91,57,-,16
2018-09-15,Chris Janson,Drunk Girl,92,36,98,15
2018-09-15,Eric Church,Desperate Man,93,72,98,7
2018-09-15,"Labrinth, Sia & Diplo Present... LSD",Thunderclouds,94,58,91,13
2018-09-15,Drake,I'm Upset,95,94,-,2
2018-09-15,G-Eazy Featuring Yo Gotti & YBN Nahmir,1942,96,,,
2018-09-15,Chris Young,Hangin' On,97,,,
2018-09-15,Migos,Narcos,98,,,
2018-09-15,Wiz Khalifa Featuring Swae Lee,Hopeless Romantic,99,,,
2018-09-15,Childish Gambino,Summertime Magic,100,,,
2018-09-08,Drake,In My Feelings,1,,,9
2018-09-08,Maroon 5 Featuring Cardi B,Girls Like You,2,2,2,14
2018-09-08,"Cardi B, Bad Bunny & J Balvin",I Like It,3,1,3,21
2018-09-08,Post Malone,Better Now,4,4,5,18
2018-09-08,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,5,3,4,6
2018-09-08,Juice WRLD,Lucid Dreams,6,3,6,16
2018-09-08,Travis Scott,Sicko Mode,7,4,9,4
2018-09-08,Tyga Featuring Offset,Taste,8,8,10,14
2018-09-08,Khalid & Normani,Love Lies,9,9,11,28
2018-09-08,Ariana Grande,God Is A Woman,10,8,8,7
2018-09-08,BTS Featuring Nicki Minaj,IDOL,11,5,12,5
2018-09-08,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,12,5,13,22
2018-09-08,Ella Mai,Boo'd Up,13,3,7,19
2018-09-08,Ariana Grande,No Tears Left To Cry,14,15,15,13
2018-09-08,5 Seconds Of Summer,Youngblood,15,6,14,16
2018-09-08,Lil Baby & Drake,Yes Indeed,16,2,18,9
2018-09-08,Drake,Nonstop,17,1,16,27
2018-09-08,Post Malone Featuring Ty Dolla $ign,Psycho,18,19,23,16
2018-09-08,Selena Gomez,Back To You,19,16,24,13
2018-09-08,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,20,2,21,45
2018-09-08,Bebe Rexha & Florida Georgia Line,Meant To Be,21,1,20,53
2018-09-08,Ed Sheeran,Perfect,22,1,17,21
2018-09-08,Drake,Nice For What,23,24,29,6
2018-09-08,Imagine Dragons,Natural,24,12,19,25
2018-09-08,Taylor Swift,Delicate,25,5,25,31
2018-09-08,"Zedd, Maren Morris & Grey",The Middle,26,27,28,29
2018-09-08,Lauv,I Like Me Better,27,28,31,7
2018-09-08,"Benny Blanco, Halsey & Khalid",Eastside,28,1,26,26
2018-09-08,XXXTENTACION,Sad!,29,1,27,32
2018-09-08,Drake,God's Plan,30,21,30,25
2018-09-08,Dan + Shay,Tequila,31,32,36,13
2018-09-08,Florida Georgia Line,Simple,32,11,33,32
2018-09-08,Bazzi,Mine,33,32,32,11
2018-09-08,Jason Aldean Featuring Miranda Lambert,Drowns The Whiskey,34,35,40,9
2018-09-08,Luke Bryan,"Sunrise, Sunburn, Sunset",35,36,43,10
2018-09-08,Thomas Rhett,Life Changes,36,22,22,2
2018-09-08,Ariana Grande,Breathin,37,29,34,17
2018-09-08,Brett Young,Mercy,38,39,45,7
2018-09-08,Bebe Rexha,I'm A Mess,39,8,35,4
2018-09-08,Travis Scott,Stargazing,40,11,37,29
2018-09-08,Marshmello & Anne-Marie,Friends,41,6,41,37
2018-09-08,Camila Cabello,Never Be The Same,42,26,39,21
2018-09-08,Calvin Harris & Dua Lipa,One Kiss,43,44,50,4
2018-09-08,Bazzi Featuring Camila Cabello,Beautiful,44,18,38,3
2018-09-08,Nicki Minaj,Barbie Dreams,45,46,57,3
2018-09-08,Bryce Vine,Drew Barrymore,46,13,48,20
2018-09-08,XXXTENTACION,Moonlight,47,22,44,21
2018-09-08,Kenny Chesney,Get Along,48,36,47,19
2018-09-08,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,49,50,51,7
2018-09-08,lovelytheband,Broken,50,51,52,9
2018-09-08,Old Dominion,Hotel Key,51,52,96,3
2018-09-08,Quavo,W O R K I N  M E,52,13,46,11
2018-09-08,The Carters,Apes**t,53,54,67,4
2018-09-08,Ella Mai,Trip,54,53,56,7
2018-09-08,Lauren Daigle,You Say,55,54,54,7
2018-09-08,Weezer,Africa,56,57,58,8
2018-09-08,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,57,25,53,4
2018-09-08,Travis Scott,Yosemite,58,59,63,2
2018-09-08,Marshmello & Bastille,Happier,59,60,60,7
2018-09-08,Dylan Scott,Hooked,60,58,59,9
2018-09-08,Clean Bandit Featuring Demi Lovato,Solo,61,49,49,8
2018-09-08,Cole Swindell,Break Up In The End,62,63,66,7
2018-09-08,Kygo Featuring Miguel,Remind Me To Forget,63,41,61,16
2018-09-08,Juice WRLD,All Girls Are The Same,64,65,74,3
2018-09-08,Luke Combs,She Got The Best Of Me ,65,66,81,3
2018-09-08,The Chainsmokers Featuring Emily Warren,Side Effects,66,28,85,6
2018-09-08,Cardi B Featuring Kehlani,Ring,67,68,77,2
2018-09-08,Russell Dickerson,Blue Tacoma,68,45,64,13
2018-09-08,YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo,I Am Who They Say I Am,69,68,68,4
2018-09-08,Queen Naija,Medicine,70,73,73,5
2018-09-08,Juice WRLD,Lean Wit Me,71,74,83,3
2018-09-08,Ozuna,Unica,72,75,75,7
2018-09-08,Yella Beezy,That's On Me,73,76,90,4
2018-09-08,Mitchell Tenpenny,Drunk Me,74,7,70,14
2018-09-08,Kane Brown,Lose It,75,18,79,20
2018-09-08,Panic! At The Disco,High Hopes,76,70,71,7
2018-09-08,Drake,I'm Upset,77,80,97,5
2018-09-08,XXXTENTACION,Changes,78,78,78,2
2018-09-08,G-Eazy Featuring Yo Gotti & YBN Nahmir,1942,79,81,82,6
2018-09-08,NF,Lie,80,71,94,5
2018-09-08,Young Thug Featuring Gunna & Lil Baby,Chanel (Go Get It),81,79,-,2
2018-09-08,Sheck Wes,Mo Bamba,82,36,-,13
2018-09-08,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),83,59,69,6
2018-09-08,Daniel Caesar Featuring H.E.R.,Best Part,84,46,80,3
2018-09-08,Eric Church,Desperate Man,85,65,65,2
2018-09-08,Chris Janson,Drunk Girl,86,63,76,10
2018-09-08,Charlie Puth,The Way I Am,87,13,-,8
2018-09-08,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,88,72,-,3
2018-09-08,Migos,Narcos,89,67,-,6
2018-09-08,Zedd & Elley Duhe,Happy Now,90,57,-,15
2018-09-08,Ciara,Level Up,91,70,98,12
2018-09-08,Trippie Redd,Taking A Walk,92,1,95,17
2018-09-08,Calvin Harris & Sam Smith,Promises,93,72,98,7
2018-09-08,Backstreet Boys,Don't Go Breaking My Heart,94,58,91,13
2018-09-08,Drake,Mob Ties,95,94,-,2
2018-09-08,Wiz Khalifa Featuring Swae Lee,Hopeless Romantic,96,,,
2018-09-08,Juice WRLD Featuring Lil Uzi Vert,Wasted,97,,,
2018-09-08,"Khalid, Ty Dolla $ign & 6LACK",OTW,98,,,
2018-09-08,Becky G + Natti Natasha,Sin Pijama,99,,,
2018-09-08,Childish Gambino,This Is America,100,,,
2018-09-01,Drake,In My Feelings,1,,,8
2018-09-01,Maroon 5 Featuring Cardi B,Girls Like You,2,2,2,13
2018-09-01,"Cardi B, Bad Bunny & J Balvin",I Like It,3,1,3,20
2018-09-01,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,4,3,4,5
2018-09-01,Post Malone,Better Now,5,5,5,17
2018-09-01,Juice WRLD,Lucid Dreams,6,3,6,15
2018-09-01,Ariana Grande,No Tears Left To Cry,7,3,12,18
2018-09-01,Ariana Grande,God Is A Woman,8,8,30,6
2018-09-01,Travis Scott,Sicko Mode,9,4,7,3
2018-09-01,Tyga Featuring Offset,Taste,10,8,8,13
2018-09-01,Khalid & Normani,Love Lies,11,11,11,27
2018-09-01,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,12,5,10,4
2018-09-01,Ella Mai,Boo'd Up,13,5,9,21
2018-09-01,Lil Baby & Drake,Yes Indeed,14,6,15,15
2018-09-01,5 Seconds Of Summer,Youngblood,15,15,17,12
2018-09-01,Post Malone Featuring Ty Dolla $ign,Psycho,16,1,13,26
2018-09-01,Drake,Nice For What,17,1,14,20
2018-09-01,Drake,Nonstop,18,2,21,8
2018-09-01,Taylor Swift,Delicate,19,12,16,24
2018-09-01,Ed Sheeran,Perfect,20,1,20,52
2018-09-01,Bebe Rexha & Florida Georgia Line,Meant To Be,21,2,19,44
2018-09-01,Ariana Grande,Breathin,22,22,25,15
2018-09-01,Selena Gomez,Back To You,23,16,23,12
2018-09-01,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,24,5,22,30
2018-09-01,"Zedd, Maren Morris & Grey",The Middle,25,1,26,25
2018-09-01,XXXTENTACION,Sad!,26,1,24,31
2018-09-01,Drake,God's Plan,27,28,39,28
2018-09-01,Lauv,I Like Me Better,28,29,34,5
2018-09-01,Imagine Dragons,Natural,29,21,28,24
2018-09-01,Dan + Shay,Tequila,30,31,48,6
2018-09-01,"Benny Blanco, Halsey & Khalid",Eastside,31,32,36,10
2018-09-01,Jason Aldean Featuring Miranda Lambert,Drowns The Whiskey,32,11,31,31
2018-09-01,Bazzi,Mine,33,29,29,16
2018-09-01,Brett Young,Mercy,34,8,27,3
2018-09-01,Travis Scott,Stargazing,35,34,35,12
2018-09-01,Florida Georgia Line,Simple,36,11,33,28
2018-09-01,Marshmello & Anne-Marie,Friends,37,18,18,2
2018-09-01,Nicki Minaj,Barbie Dreams,38,26,32,20
2018-09-01,Calvin Harris & Dua Lipa,One Kiss,39,40,47,8
2018-09-01,Luke Bryan,"Sunrise, Sunburn, Sunset",40,6,37,36
2018-09-01,Camila Cabello,Never Be The Same,41,11,38,23
2018-09-01,Shawn Mendes,In My Blood,42,43,45,9
2018-09-01,Thomas Rhett,Life Changes,43,22,40,20
2018-09-01,Kenny Chesney,Get Along,44,45,51,6
2018-09-01,Bebe Rexha,I'm A Mess,45,13,41,10
2018-09-01,The Carters,Apes**t,46,36,49,18
2018-09-01,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,47,13,50,19
2018-09-01,XXXTENTACION,Moonlight,48,49,78,7
2018-09-01,Cole Swindell,Break Up In The End,49,50,52,3
2018-09-01,Bazzi Featuring Camila Cabello,Beautiful,50,51,54,6
2018-09-01,lovelytheband,Broken,51,52,55,8
2018-09-01,Old Dominion,Hotel Key,52,25,43,3
2018-09-01,Travis Scott,Yosemite,53,54,57,6
2018-09-01,Weezer,Africa,54,53,77,6
2018-09-01,Ariana Grande,Sweetener,55,57,91,2
2018-09-01,Lauren Daigle,You Say,56,58,63,7
2018-09-01,Bryce Vine,Drew Barrymore,57,58,62,8
2018-09-01,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,58,60,68,6
2018-09-01,Clean Bandit Featuring Demi Lovato,Solo,59,41,59,15
2018-09-01,Dylan Scott,Hooked,60,45,65,12
2018-09-01,Juice WRLD,All Girls Are The Same,61,66,70,6
2018-09-01,Ariana Grande,Everytime,62,67,76,3
2018-09-01,Marshmello & Bastille,Happier,63,68,84,3
2018-09-01,Queen Naija,Medicine,64,59,67,5
2018-09-01,Calvin Harris & Sam Smith,Promises,65,7,74,13
2018-09-01,Kygo Featuring Miguel,Remind Me To Forget,66,70,85,6
2018-09-01,Ella Mai,Trip,67,73,86,4
2018-09-01,Juice WRLD,Lean Wit Me,68,74,95,2
2018-09-01,Ciara,Level Up,69,75,82,6
2018-09-01,Drake,I'm Upset,70,63,73,9
2018-09-01,G-Eazy Featuring Yo Gotti & YBN Nahmir,1942,71,18,80,19
2018-09-01,Ariana Grande,R.E.M,72,46,46,2
2018-09-01,Yella Beezy,That's On Me,73,81,-,2
2018-09-01,Luke Combs,She Got The Best Of Me ,74,81,94,5
2018-09-01,Kane Brown,Lose It,75,83,-,2
2018-09-01,Backstreet Boys,Don't Go Breaking My Heart,76,48,92,11
2018-09-01,Russell Dickerson,Blue Tacoma,77,28,-,5
2018-09-01,Young Thug Featuring Gunna & Lil Baby,Chanel (Go Get It),78,53,53,8
2018-09-01,XXXTENTACION,Changes,79,89,-,2
2018-09-01,Trippie Redd,Taking A Walk,80,84,-,3
2018-09-01,The Chainsmokers Featuring Emily Warren,Side Effects,81,42,42,10
2018-09-01,Daniel Caesar Featuring H.E.R.,Best Part,82,65,83,8
2018-09-01,Mitchell Tenpenny,Drunk Me,83,55,61,12
2018-09-01,Carrie Underwood,Cry Pretty,84,71,-,4
2018-09-01,Cardi B Featuring Kehlani,Ring,85,1,88,16
2018-09-01,Morgan Evans,Kiss Somebody,86,72,72,2
2018-09-01,Ariana Grande,Goodnight N Go,87,90,96,4
2018-09-01,Janet & Daddy Yankee,Made For Now,88,70,93,11
2018-09-01,Ariana Grande Featuring Nicki Minaj,The Light Is Coming,89,10,44,16
2018-09-01,Panic! At The Disco,High Hopes,90,57,-,15
2018-09-01,Nicki Minaj Featuring Ariana Grande,Bed,91,70,98,12
2018-09-01,Alessia Cara,Growing Pains,92,1,95,17
2018-09-01,Chris Lane Featuring Tori Kelly,Take Back Home Girl,93,72,98,7
2018-09-01,Eric Church,Desperate Man,94,58,91,13
2018-09-01,Childish Gambino,This Is America,95,94,-,2
2018-09-01,Quavo,W O R K I N  M E,96,,,
2018-09-01,NF,Lie,97,,,
2018-09-01,Becky G + Natti Natasha,Sin Pijama,98,,,
2018-09-01,Ariana Grande,Pete Davidson,99,,,
2018-09-01,Nicki Minaj,Chun-Li,100,,,
2018-08-25,Drake,In My Feelings,1,,,7
2018-08-25,Maroon 5 Featuring Cardi B,Girls Like You,2,2,2,12
2018-08-25,"Cardi B, Bad Bunny & J Balvin",I Like It,3,1,3,19
2018-08-25,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,4,3,5,4
2018-08-25,Post Malone,Better Now,5,5,6,16
2018-08-25,Juice WRLD,Lucid Dreams,6,3,7,14
2018-08-25,Travis Scott,Sicko Mode,7,4,4,2
2018-08-25,Tyga Featuring Offset,Taste,8,8,9,12
2018-08-25,Ella Mai,Boo'd Up,9,5,10,20
2018-08-25,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,10,5,11,3
2018-08-25,Khalid & Normani,Love Lies,11,11,15,26
2018-08-25,Ariana Grande,No Tears Left To Cry,12,3,14,17
2018-08-25,Post Malone Featuring Ty Dolla $ign,Psycho,13,1,13,25
2018-08-25,Drake,Nice For What,14,1,12,19
2018-08-25,Lil Baby & Drake,Yes Indeed,15,6,18,14
2018-08-25,Taylor Swift,Delicate,16,12,17,23
2018-08-25,5 Seconds Of Summer,Youngblood,17,17,22,11
2018-08-25,Nicki Minaj,Barbie Dreams,18,2,20,43
2018-08-25,Bebe Rexha & Florida Georgia Line,Meant To Be,19,1,21,51
2018-08-25,Ed Sheeran,Perfect,20,2,29,7
2018-08-25,Drake,Nonstop,21,5,19,29
2018-08-25,"Zedd, Maren Morris & Grey",The Middle,22,16,16,11
2018-08-25,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,23,1,23,30
2018-08-25,Drake,God's Plan,24,22,33,14
2018-08-25,Selena Gomez,Back To You,25,1,28,24
2018-08-25,XXXTENTACION,Sad!,26,8,8,2
2018-08-25,Travis Scott,Stargazing,27,21,37,23
2018-08-25,Dan + Shay,Tequila,28,29,34,15
2018-08-25,Brett Young,Mercy,29,11,39,5
2018-08-25,Ariana Grande,God Is A Woman,30,11,35,30
2018-08-25,Bazzi,Mine,31,26,40,19
2018-08-25,Calvin Harris & Dua Lipa,One Kiss,32,11,32,27
2018-08-25,Marshmello & Anne-Marie,Friends,33,34,54,4
2018-08-25,Imagine Dragons,Natural,34,34,45,11
2018-08-25,Florida Georgia Line,Simple,35,36,52,9
2018-08-25,Jason Aldean Featuring Miranda Lambert,Drowns The Whiskey,36,6,46,35
2018-08-25,Camila Cabello,Never Be The Same,37,11,42,22
2018-08-25,Shawn Mendes,In My Blood,38,29,49,27
2018-08-25,Lauv,I Like Me Better,39,22,44,19
2018-08-25,Kenny Chesney,Get Along,40,13,51,9
2018-08-25,The Carters,Apes**t,41,42,84,9
2018-08-25,Nicki Minaj Featuring Ariana Grande,Bed,42,25,25,2
2018-08-25,Travis Scott,Yosemite,43,10,-,15
2018-08-25,Nicki Minaj,Chun-Li,44,45,56,8
2018-08-25,Thomas Rhett,Life Changes,45,47,57,7
2018-08-25,Trippie Redd,Taking A Walk,46,44,55,5
2018-08-25,Luke Bryan,"Sunrise, Sunburn, Sunset",47,36,59,17
2018-08-25,"Benny Blanco, Halsey & Khalid",Eastside,48,13,58,18
2018-08-25,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,49,51,62,5
2018-08-25,XXXTENTACION,Moonlight,50,52,60,2
2018-08-25,Bebe Rexha,I'm A Mess,51,53,77,7
2018-08-25,Bazzi Featuring Camila Cabello,Beautiful,52,54,74,5
2018-08-25,Morgan Evans,Kiss Somebody,53,55,64,7
2018-08-25,lovelytheband,Broken,54,56,-,2
2018-08-25,Old Dominion,Hotel Key,55,57,73,5
2018-08-25,Nicki Minaj Featuring Lil Wayne,Rich Sex,56,41,69,14
2018-08-25,Weezer,Africa,57,55,67,11
2018-08-25,Nicki Minaj Featuring Eminem & Labrinth,Majesty,58,58,66,7
2018-08-25,Juice WRLD,All Girls Are The Same,59,60,72,6
2018-08-25,Nicki Minaj,Ganja Burns,60,11,61,20
2018-08-25,Chris Lane Featuring Tori Kelly,Take Back Home Girl,61,45,71,11
2018-08-25,Clean Bandit Featuring Demi Lovato,Solo,62,27,27,2
2018-08-25,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,63,59,63,4
2018-08-25,Cardi B,Be Careful,64,68,82,5
2018-08-25,Queen Naija,Medicine,65,38,38,2
2018-08-25,Travis Scott,Stop Trying To Be God,66,70,81,5
2018-08-25,Ciara,Level Up,67,30,30,2
2018-08-25,Dylan Scott,Hooked,68,63,75,8
2018-08-25,Travis Scott,Can't Say,69,7,65,12
2018-08-25,Kygo Featuring Miguel,Remind Me To Forget,70,26,26,2
2018-08-25,Travis Scott,Wake Up,71,76,79,2
2018-08-25,Quavo,W O R K I N  M E,72,53,85,5
2018-08-25,Backstreet Boys,Don't Go Breaking My Heart,73,78,90,6
2018-08-25,Drake,I'm Upset,74,31,31,2
2018-08-25,Travis Scott,R.I.P Screw,75,18,78,18
2018-08-25,Ella Mai,Trip,76,24,24,2
2018-08-25,Lauren Daigle,You Say,77,82,86,5
2018-08-25,Cole Swindell,Break Up In The End,78,65,83,7
2018-08-25,Travis Scott,No Bystanders,79,84,87,2
2018-08-25,XXXTENTACION,Changes,80,70,70,5
2018-08-25,Travis Scott,Carousel,81,86,95,3
2018-08-25,Kane Brown,Lose It,82,1,80,15
2018-08-25,Alessia Cara,Growing Pains,83,36,36,2
2018-08-25,Juice WRLD,Lean Wit Me,84,48,89,10
2018-08-25,G-Eazy Featuring Yo Gotti & YBN Nahmir,1942,85,70,93,10
2018-08-25,Yella Beezy,That's On Me,86,81,92,4
2018-08-25,J. Cole,Album Of The Year (Freestyle),87,90,-,3
2018-08-25,Childish Gambino,This Is America,88,86,99,4
2018-08-25,Travis Scott,5% Tint,89,13,94,7
2018-08-25,Jason Mraz,Have It All,90,67,97,5
2018-08-25,Bryce Vine,Drew Barrymore,91,70,98,12
2018-08-25,Carrie Underwood,Cry Pretty,92,1,95,17
2018-08-25,Becky G + Natti Natasha,Sin Pijama,93,72,98,7
2018-08-25,Daniel Caesar Featuring H.E.R.,Best Part,94,58,91,13
2018-08-25,Luke Combs,She Got The Best Of Me ,95,94,-,2
2018-08-25,NF,Lie,96,,,
2018-08-25,Dennis Lloyd,Nevermind,97,,,
2018-08-25,Nicki Minaj Featuring The Weeknd,Thought I Knew You,98,,,
2018-08-25,Drake,Mob Ties,99,,,
2018-08-25,Juice WRLD Featuring Lil Uzi Vert,Wasted,100,,,
2018-08-18,Drake,In My Feelings,1,,,6
2018-08-18,Maroon 5 Featuring Cardi B,Girls Like You,2,2,4,11
2018-08-18,"Cardi B, Bad Bunny & J Balvin",I Like It,3,1,2,18
2018-08-18,Travis Scott,Sicko Mode,4,3,3,3
2018-08-18,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,5,5,6,15
